pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32
0.12756604750899248	-0.07473987808609837	0.02997846468708378	0.12849484389037402	0.07011217548390551	-0.037595173082022544	-0.00658024364976817	-0.13331119913703582	-0.06535259195076142	0.0752093185088457	0.027115481616935784	-0.015035444322076007	-0.04740585368929103	0.020268127320375803	0.016515664182376027	0.024564653735974107	-0.07554438753069796	0.02853532584968734	0.11386609123818767	0.03897771651957693	0.08795543037943755	-0.053661299603986266	-0.026410319143368322	-0.09710426310751048	0.0793948909079294	0.06254263103229626	-0.021716236981271817	0.013335348868013543	-0.00320431849033235	-0.0669047483089429	0.1727663807803435	-0.03572689635627891	0.012680204514231219
0.11698592553718024	-0.109803304464985	0.048620045070447204	0.17286406512469354	0.12656404743487426	-0.03244825627338857	-0.12340028343915578	-0.17174998277928819	-0.04376303928611344	0.10652414191214223	0.05324309337696527	-0.07135588130346775	-0.0057994142233272926	0.11376794772941959	-0.025223523756757592	-0.04328284521109567	-0.12367077835986151	0.10279544903229652	0.10541437383774273	0.05223683447061219	0.033262147969686594	-0.15715084095825133	-0.04540318207509942	-0.04843582185174688	0.16829988649124267	0.17373635948974414	-0.025643524610120923	0.032000227797115206	0.019043037874627758	-0.08923206255804343	0.22977328379350104	0.03736347407662018	0.006757182159212211
0.11344979465912694	-0.16871028019888035	0.039812356367579155	0.07566948918774141	0.030213791175582566	0.011839927757053614	-0.21820964423686431	-0.06587341347700304	-0.0043510780374906854	-0.03753947127126732	0.10741327200165847	-0.11704486331500075	0.04975342004379527	0.13844479939186277	0.0020179109940396504	-0.07641011053410064	-0.02658545790678752	0.011517473490224204	0.065968741050966	-0.01073625625260447	0.01204709689681522	-0.07363469017972658	-0.018805433157176747	-0.07218353255941064	0.17229976851070283	0.0984057194976035	-0.12514592323816498	0.04847496891873357	-0.010755435732590534	0.08220587049308868	0.04527435655954841	0.07417853327207995	0.09546129559208999
0.11554960124381952	-0.18598264682787724	0.018513499316664635	0.02851308793789606	-0.05293544394051483	-0.05583766059540682	-0.17028694060360708	-0.03208793062222698	-0.0888310307031187	-0.022211879185422667	0.0879641366122643	-0.1432878375689119	-0.10927658935444662	0.05898041390757475	0.03497831267837636	0.020241575429907985	-0.040839822900158626	-0.06299074254760731	0.1779630154872921	-0.02952105819764774	0.026434961924100678	0.02134006043829767	0.03834783435524801	-0.10526164344970221	0.04400228499131958	-0.12154334575072837	-0.08732439872607839	0.10141685065076997	-0.0020133812691487127	0.181046782326486	-0.11055469911266509	0.09611710036010652	0.03580213898598057
0.11807419469842116	-0.15889390435916745	0.01044373515961225	0.044202208149149214	-0.07049633577383309	-0.10736073388824015	-0.07577284061036843	-0.058991057821788984	-0.13521316891118432	0.1585280755067287	0.03372195439065982	-0.0710718582944044	-0.03272080515218323	-0.019897572445813316	-0.01382027342198824	0.05311473105487158	-0.05337347516090943	-0.037012655338986525	0.055205676913630486	0.006353450772826938	-0.11864243770677971	-0.06036844399240608	0.0069395497470863925	-0.030437420823670847	0.00906525766382038	-0.13688862758367154	0.0922391091002394	-0.02404539861008151	-0.026001288337547772	0.15151837266521204	-0.02070191297240717	-0.01697206467668435	-0.08075950262567624
0.11739735007322954	-0.13475147970220175	0.005288413231335054	0.06851782619769337	-0.06832425829636002	-0.07423670870981144	-0.013013173495406472	-0.10265413629546472	-0.16309606841002572	0.08521107867121933	0.0765642051946179	-0.057691901167282886	0.1274530371924716	-0.057056034858984785	-0.03658810162958998	0.00803569270082305	0.021468088611812985	-0.07276101139595656	-0.019544986971329253	0.0712478793610145	-0.15638411943724068	-0.06423602138870585	-0.019560533735116827	-0.0322026650221921	-0.004186777726765317	-0.1460406767375753	0.04636640328901606	-0.06514608611017678	-0.026285028621499378	0.06460007156797665	0.0464848087770339	-0.049659761531607394	-0.03827831303984334
0.11398524572905441	-0.10411110812245075	0.029923277851160224	0.06131051566740692	-0.05283541713344775	-0.06438514526032472	0.021822211091210963	-0.1942468610254388	-0.14909374902181727	-0.05608994483983021	0.045769682084385976	-0.15243945216610463	0.05110735883029847	-0.07208304273240984	-0.009608306434436182	-0.0542972392147556	0.0803580703354975	-0.09914504857264586	0.006437950718258152	0.07254003723884757	-0.011506872688044269	0.03572616782240163	0.05662824779587377	-0.06221161141633298	-0.06706464715874821	-0.1001771170802102	-0.06133241338489975	0.05495871121477905	-0.003541306936782761	-0.02638769246302128	-0.058676061232977944	0.04408631873726334	0.038021440090900804
0.1155225246130168	-0.09642422962735575	0.09253652744233742	0.051221429456938694	-0.018966573451026925	-0.09165898296954308	-0.025421376077672506	-0.22996041497098565	-0.045856360142929126	0.01667378854095858	-0.051110926480749136	-0.1095575505854213	-0.03731880631719492	-0.07026032474473326	0.0016897677822513071	-0.08255565907748949	0.03587681824143632	-0.13887580605243147	-0.004221712438975803	0.019101132739624577	0.0118780913686663	0.06125355942880073	0.14247490410371494	-0.01690023018776448	-0.12790037948965338	0.02595289606516655	-0.013296815799315749	-0.015980544896704627	-0.024072442339435514	0.00883875167735879	-0.04369686661935755	-0.05285678832528378	0.011512272440424652
0.11424029675244597	-0.12714545381414125	0.10634995044038875	0.016435790276520534	0.025244808884463954	-0.10153126809512956	-0.0925843941074643	-0.10697392472669731	0.038964884039023	0.015148564642860893	-0.001980901368264648	0.0332199332487644	0.09982776693212936	-0.09535309501464845	-0.08533280858753689	-0.07411464725167012	-0.06041093939562561	-0.16295677718084586	-0.055708569639042305	-0.04395094331195293	-0.027875159511210668	-0.01979990274116225	0.10193411407601294	0.05146156831989594	-0.08691709165285269	-0.008889078309082029	0.06166174844705236	-0.08542429288872705	0.08619403330658934	0.006620183204244932	0.032085891139166364	-0.03500086303825606	-0.05635768333962729
0.11203187242418362	-0.14101463990582477	0.12010621558793091	0.018061314747831524	0.04264400531826479	-0.09154941951114143	-0.1309959580986323	0.0012341155987916075	-0.003179930121262775	-0.08890971588223323	0.04347305652436037	0.03310456513881489	0.0647122351567671	-0.15528016672023362	-0.15091615332351682	-0.04967305328422871	-0.017161825114618983	-0.12094344980670893	-0.0864750261609353	-0.09325549578944423	0.033707063071669485	-0.08454222152078518	0.02107085609592301	0.06848395946709684	-0.06267685136660475	0.039795198467521053	0.0844050896666725	-0.08824768003519719	0.07639449643173332	-0.009117658947945972	0.04354979432105681	0.1799259552009539	0.0101689400042907
