ICA_00	ICA_01	ICA_02	ICA_03	ICA_04	ICA_05	ICA_06	ICA_07	ICA_08	ICA_09	ICA_10	ICA_11	ICA_12	ICA_13	ICA_14	ICA_15	ICA_16	ICA_17	ICA_18	ICA_19	ICA_20	ICA_21	ICA_22	ICA_23	ICA_24	ICA_25	ICA_26	ICA_27	ICA_28	ICA_29	ICA_30	ICA_31	ICA_32
0.23769141960562928	-0.4826555872959498	-1.4337386319390644	-0.02939304231218147	-0.2603711415770472	0.29701489105245776	0.4626593715573598	0.27669801173958614	0.34637257513855324	0.3440068043068822	-0.8073655012002854	0.046769572857227756	-1.3782111410844258	1.8883226938985653	0.48944507391948044	-0.9760524228449051	-1.439939948032353	-0.7756553795906624	-0.7296063865653514	0.23614281797533748	-1.6295149068365218	0.5865375304865307	0.18731623234634945	-0.9824795786013658	-0.7616624434543954	0.46552121087200976	0.44518113515291524	-0.26138409030744675	-0.17716434159143327	0.48916972996729285	-0.57365754370837	0.14353525941541673	1.0628810564322924
0.636293253413803	-0.7057746982401589	-1.6509036473233412	0.0018630861295247123	0.15021948646322114	0.13417758495199608	-0.26859567193727624	0.2807037402810286	1.202968499621286	0.5877637617594123	-1.6639726820149343	1.207934684724817	-1.615663059487685	2.5062636298727012	0.5893590640422487	-0.5623331590821984	-1.4705556498470866	-1.464383635990543	-2.324494458151292	1.0468590184438487	-1.5130167337797504	-0.02877885529200943	-0.07954448334126793	-1.3969816559391866	-0.04892655131131255	1.2973816290284539	0.44884114260360036	-0.6446202187912499	-1.1012231874443386	1.080987121730179	-0.9842969825442663	1.5693071950838502	1.6812333225264313
0.12323559879817854	0.1410546135988534	-0.6781361645442311	0.06189878254377637	-0.054810465316897365	0.291923612599603	-1.9890191725016995	-0.7125279994145955	1.5326720787542483	-1.2118739139454369	0.21684459503998285	1.4696726969473606	-0.3475489664606253	2.2963459639922945	1.1026972303284925	-0.35369917533022666	-0.5040507432881912	-0.7070148278084969	-1.3746142400869645	1.4738121114213738	-1.4591311907195281	-1.7555588940892661	-1.0116328370753245	-1.249095539489857	1.6678789514205548	1.2380602030913295	-0.4323252724748764	-1.4250733774281266	-0.8009591559201263	1.3416458613453894	-0.7489655812864352	0.5833274597310079	0.6810947859347425
0.19344773047371258	0.04516610859129501	-0.020271712445240044	0.6797258087746441	-1.1758646139956845	0.20303420966247337	-2.2886586312094868	-1.779517830844587	1.021577859885195	-1.035845616455905	2.2918129581377262	-0.8772859175741047	-0.2946680530748837	2.2672305668118367	0.8571621346236898	-0.6041325540428947	-0.8964403885016962	-0.3874750829521055	0.8424625944319448	1.6674446512248546	-1.4684566491124693	-1.2156632341225504	-1.311122103769099	-1.4692156227185686	0.35882348909653106	0.7392122434303343	-0.23987455287303017	-0.7066385940075056	-0.178575642997801	1.4169756287806892	-0.6580189999165629	0.23930895926913587	0.7679124509592234
0.7840442723195906	-1.4953254156731755	-1.1234813108925068	0.9949034148575417	-1.318914876611397	-0.10670935554959465	-1.2694645032775411	-1.9215341529175447	-0.5865568450024656	1.0877408945482265	1.7330851033253292	0.29368015335596825	0.36161695938329613	2.206387827419304	0.47767797200463735	0.7457552779293916	-0.9780474636124633	-0.6991376205528032	1.5043524086428492	0.28106825909451333	-1.4872123103784896	0.26187512581434413	-0.5690647412454358	-1.211400279844129	-0.07362735806821492	0.416981635242338	0.0380429455252247	0.9463189883273092	0.2508725814951953	1.4907099909104735	-0.5642872219284134	0.7645954382734315	0.8266913373799435
0.6662891190014542	-1.451429312593545	-1.4714860731787405	0.33982660034940254	-0.7785927424192607	-0.007136924990065592	-0.5595271994935002	-1.4838290872329705	-1.5036656774607173	-0.24699541564556002	0.8843963329628174	1.7547813611495116	0.3929618140329991	2.1412125144293945	0.5598952221577749	1.0220867992623024	-0.8232461167859595	-1.0433296904143552	1.788529048589452	-0.6748927771454425	-1.4686637575916852	0.3691341429627285	-0.3833944678849906	-0.9701278586162593	0.2800165987870562	-0.8281394595599685	0.02650911359543912	1.0058039618623948	0.20269629780221426	0.704897663885982	-0.5719951337793379	0.25518315887651444	0.8187434690454672
0.2766931728968565	-1.0189746166125815	-0.12873850189101127	-0.02809501235967702	-0.22577971008724868	0.18334516159644604	-1.2902036619182524	-1.3022784017189242	-1.0495875093611782	-1.6010223896469153	0.15027892672942048	0.02133126937869159	-0.5670714061413753	2.0304123633199698	0.19309806552787212	0.12787357652038917	-0.4564012803781222	-1.0046251912850632	1.1972177109956748	-0.21526796024862976	-1.4363542222499934	0.09399692047924889	-0.5625023590830486	-0.892731529299936	-0.5884258440214477	-2.2606639245347555	0.4923008053250502	0.03761667369638171	-0.11302919787465097	-1.086835682649963	-0.32668564481466905	-0.8330670975248181	0.3105741725286671
0.17211149230548517	-2.0877719441710134	-0.7136262690563075	-0.14340056796752862	0.12828144758142496	0.4995207984367195	-1.659316479769026	-1.6268963660389162	0.23866461087099508	0.19466426584893537	-0.760897354380269	-0.6357185444454377	-0.34568788474511236	2.115109101661431	0.27687159218258184	-0.4286430755205038	0.44978866072569906	-0.6769172399225944	0.9321471516992251	0.16826203772801124	-1.4762317929971402	0.02664965571237916	-0.3270470276408129	-0.34921063033594524	-1.1441252410704197	-1.4682123957304172	0.8869312658856426	-0.08682205494650796	-0.5232886616818636	-0.9924155849543635	0.38281960560303707	-1.0951838761618755	-0.558036307784576
-0.33284769491735205	-1.0223889135369546	-1.2869759495242297	-0.08244462897990196	0.031765597151520324	-0.564923668236636	-1.4002704113815378	-2.0118703099207975	0.978646506303942	0.14109150792840308	-1.2711305157746362	1.1839075378291843	1.515049203016387	1.999778058086823	0.4977772111235235	-1.065993287682486	0.7276569624170857	-0.47077711979151177	1.371681406223372	-0.5235126372553023	-1.450306795426338	-0.12361427763279349	-0.4230496829394098	-0.042479309143004074	-0.3385414763266134	0.23451148018719203	-0.19534298926848692	0.8331303370792936	-0.19003592273764128	0.5812320861508925	0.8123039024993469	0.7810188592231508	-0.13313925012862807
-0.7141929588170964	0.24441076703236925	-0.6258323839965918	-0.6948395313862447	-0.5039094393343374	-1.49592839503063	-1.84739082357547	-1.583124758729473	1.1971911594143012	-1.3104876088145263	-1.1409192745082264	0.2218327020152223	2.125341332680784	2.046050627104212	-0.11738351331177475	-0.11107194901978872	0.22943601340205158	-0.5486454299967759	0.8033746183348042	-0.7447096170426186	-1.4274664050816472	0.29910693806339356	-0.6093796705698717	-0.1401490602288273	0.7350954605640205	1.1660678346462283	-0.5667557552304027	1.1404412811928375	-0.3399560900220818	0.9895993723154202	1.1584037631732447	1.327477381852437	0.9829495370783343
-0.4135879836661946	1.763676391849233	-2.354695651671235	-0.790968822876393	-0.2841741459687785	-0.4146971359171219	-1.4797438053121907	-0.9734024387667968	1.220238206886358	0.44212934930657244	-0.05790378056111167	0.14378281899215833	1.8639459984249365	2.040813445629657	0.6966878958140197	0.6671821171270994	-0.4337017287153681	-0.15017156069983226	0.225451970411285	0.2787540628576166	-1.4414594016506417	1.0189340629018109	-0.5774928998460886	-0.5022099520387315	1.8156453581031051	0.8786047228632017	-0.27460151382043707	1.014366240300936	-0.8620077675403404	0.280432433126399	1.2312376605845057	0.27811808808555044	0.12051305100051818
-1.5206203409758605	0.8749009073547409	-2.1075766454386904	0.34867173431836757	0.1627217824937222	0.9243351520307237	0.25598049710425214	-0.5980873566615492	0.08796354694950104	-0.008290043580594122	1.5126185594307962	0.9857634080783149	2.3166176174660333	1.223890602135389	1.155289851059778	0.7997476940635039	-0.4244604175431738	0.4893706778826419	-0.6300736258045028	-0.08788789988683643	-1.1799639200693652	0.42277478007311814	-0.812149197848462	-1.7456644067119569	1.2863466218073152	0.3295195476391972	0.29083576707604103	1.9930472325642832	-1.0584129483375448	-2.3983657633154003	1.2677880236173005	0.33935968559517177	-0.8669814762950072
-1.609820562270333	-1.6754372342917405	0.5121902770370678	1.5855484513980587	-0.6510158496770826	2.889292340315024	1.093205905251966	-0.9185289307786494	-0.6465008784693139	0.0605765794987892	0.11035303457194622	-0.7042988717092503	1.3693898513726708	0.7122227485624864	-0.08997991400950221	0.29626631218420924	1.0584330189154034	0.805833880693628	-2.0469766621683005	1.6074612476213073	-1.0662699193233163	-1.2124790070144513	-1.161080440980661	-2.2656270098641693	-0.28849562757693326	-1.0896110385077125	1.0879506544861366	0.5111943034187615	-1.0817200662809732	-3.6009257761030837	1.628500531111856	0.12592058508320092	-2.3703230487827525
-1.7853611947059809	0.5546498354448876	0.4685890832429857	0.9615937010288889	-0.8360526488078825	4.222904815245072	-0.5193658325529898	-0.5211573641492783	1.3977287350035394	1.0049521716196825	-0.002278530578378292	0.7962045155929056	1.3857209390335279	0.7390405196546918	0.10080349435912662	-0.9817789247218487	1.5054463496900294	0.6736873715199105	-1.1688856575103082	3.0727730825615645	-1.0390781774262843	-1.7676539348884432	-0.9217141260300302	-0.5575650133266242	0.29548666672097895	-0.5237628905153047	-0.3714269030043771	-1.1955152985442772	-1.2204055524508077	0.19810253152992077	1.7004393063614047	1.310613766114079	-2.8165395660710058
-2.5619465622264186	1.375830887439124	-0.6106645067476709	0.502944174571724	-1.9837994840564053	1.6655285258482009	-1.555022531055904	0.052128153667151185	0.3364603759039909	-0.7448399069462609	2.003576240949873	1.019763512104738	1.45509322726023	0.8809930485179552	-0.35770757231443956	-0.7801517486010598	0.7629989150870942	0.4055780207434952	0.4900376051668311	1.068281657740237	-1.0533832683611297	-0.7800197679040886	-0.594629403661781	0.8709366919731754	0.6078354646133193	0.84889470070569	-1.578403182053215	0.28508765182609813	-0.7604660824807477	1.9022489638515536	1.5503700335182184	0.9477323775825597	-1.2354642148634591
-2.357923992349544	-0.3971547110141954	-0.9490781396972712	1.1644312688678384	-1.8699156836405755	-0.33969206518026257	-1.2630052724881946	-0.09000658323473039	-1.5151221056014337	-0.7494728657979871	1.6141485605677304	-0.9746671379840022	0.7996985383591747	0.8583166862058224	-1.0354382857132514	1.4878912252543006	-0.1465925752361201	0.5783922744166091	0.10295770374665067	-0.21739340923956046	-1.0699359137045086	0.4476181912990533	-0.7482548612270312	0.8601141264143892	0.27300558650517504	0.8813835406333181	-0.6504568453382373	1.891107385101505	0.001273640173448304	1.2113559501508395	1.323932890835526	0.7282367328232684	-0.8773363363561055
